context_id	word	gold_sense_id	positions	context	lem_context	source
36	дар	2.3	127-134	Джованни хотелось, чтобы с ним повторилось чудо, о котором говорил Савонарола, – чтобы огненные лучи, выйдя из чаши со Святыми Дарами, выжгли в теле его, как раскаленное железо, крестные раны	джованни хотеться , чтобы с он повториться чудо , о который говорить савонарола , – чтобы огненный луч , выйти из чаша с святой дар , выжечь в тело он , как раскалить железо , крестный рана	active-dict
37	двигатель	1	0-10	Двигатель взревел, и машина резко рванулась с места	двигатель взреветь , и машина резко рвануться с место	active-dict
38	двигатель	1	10-20	Если один двигатель откажет, остальные дотянут самолет до места посадки	если один двигатель отказать , остальной дотянуть самолёт до место посадка	active-dict
39	двигатель	1	56-66	Страховать придется все транспортные средства с объемом двигателя более 50 куб. см	страховать прийтись весь транспортный средство с объём двигатель более 50 куб . сантиметр	active-dict
40	двигатель	1	38-48	Мы шли очень медленно, потому что наш двигатель работал лишь в четверть силы	мы идти очень медленно , потому что наш двигатель работать лишь в четверть сила	active-dict
41	двигатель	1	27-38	По тому, как изменился рев двигателей, я догадался, что заработала вторая ступень	по тот , как измениться рёв двигатель , я догадаться , что заработать два ступень	active-dict
42	двигатель	1	36-46	Двери сошлись, где-то внизу загудел двигатель. – Хоть лифт не исковеркан, – вздохнул Николай Васильевич	дверь сойтись , где-то внизу загудеть двигатель . – хоть лифт не исковеркать , – вздохнуть николай василий	active-dict
43	двигатель	2	7-17	Труд – двигатель культуры	труд – двигатель культура	active-dict
44	двигатель	2	8-18	Наука – двигатель прогресса	наука – двигатель прогресс	active-dict
45	двигатель	2	10-20	Реклама – двигатель торговли	реклама – двигатель торговля	active-dict
46	двигатель	2	57-67	Он откроет тебе широкий кредит, а кредит, братец ты мой, двигатель торговли и коммерции	он открыть ты широкий кредит , а кредит , братец ты мой , двигатель торговля и коммерция	active-dict
47	двигатель	2	30-40	В общем, злость, Сеня, лучший двигатель дела	в общий , злость , сеня , хороший двигатель дело	active-dict
48	двигатель	2	9-19	Основной двигатель был не страх, а иные силы – долг, разум, совесть	основной двигатель быть не страх , а иной сила – долг , разум , совесть	active-dict
49	двигатель	2		Однажды ключик	однажды ключик	active-dict
50	двигатель	2	40-50	сказал мне, что не знает более сильного двигателя творчества, чем зависть	сказать я , что не знать более сильный двигатель творчество , чем зависть	active-dict
51	двигатель	2	58-68	Всеобщее преследование влиятельных стариков (принцип да и двигатель нынешней общественной жизни) казалось старику-вахтеру логичным	всеобщий преследование влиятельный старик ( принцип да и двигатель нынешний общественный жизнь ) казалось старик-вахтер логичный	active-dict
52	двойник	1.1	47-56	Говорят, что у многих известных политиков есть двойники	говорят , что у многий известный политик есть двойник	active-dict
53	двойник	1.1	25-35	Говорят, что на конкурсе двойников Чарли Чаплина сам Чаплин занял лишь третье место	говорят , что на конкурс двойник чарли чаплин сам чаплин занять лишь третье место	active-dict
54	двойник	1.1	105-114	Похитить чертежи и аппарат не удалось, потому что бездельники, нанятые Семеновым, убили не Гарина, а его двойника	похитить чертёж и аппарат не удаться , потому что бездельник , нанять семенов , убить не гарин , а он двойник	active-dict
55	двойник	1.1	22-30	Поговаривали, что это двойник Зыкиной под фонограмму рот открывает	поговаривать , что это двойник зыкин под фонограмма рота открывать	active-dict
56	двойник	1.1	8-16	Где тут двойник, а где – подлинный Гитлер?	где тут двойник , а где – подлинный гитлер ?	active-dict
57	двойник	1.1	138-147	Одним из непременных сигналов для встречи была оставленная в определенном месте машина Огородника. Необходимо было срочно подготовить его двойника, да и его спутницы – Ольги-2	один из непременный сигнал для встреча быть оставить в определённый место машина огородник . необходимый быть срочно подготовить он двойник , да и он спутница – ольги-2	active-dict
58	двойник	1.1	21-31	Меня знакомят с моим двойником – болгарским артистом; мы смотрим друг на друга и жутко хохочем	я знакомить с мой двойник – болгарский артист ; мы смотреть друг на друг и жутко хохотать	active-dict
59	двойник	1.2	6-15	Фирмы-двойники	фирма-двойник	active-dict
60	двойник	1.2	6-15	сайты-двойники	сайт-двойник	active-dict
61	двойник	1.2	55-66	Автомобильные номера на машинах преступников оказались двойниками реальных номеров	автомобильный номер на машина преступник оказаться двойник реальный номер	active-dict
62	двойник	1.2	161-171	Крупная лос-анджелесская парфюмерная компания резонно указывает на то, что производит и продает парфюм под названием Glow еще с 1999 года и не намерена терпеть «двойников»	крупный лос-анджелесский парфюмерный компания резонно указывать на то , что производить и продавать парфюм под название glow ещё с 1999 год и не намерить терпеть « двойник »	active-dict
63	двойник	1.2	62-73	Согласно этой версии, предложенные к продаже векселя являются двойниками сожженных	согласно этот версия , предложить к продажа вексель являться двойник сжечь	active-dict
64	двойник	1.2	52-62	У официального сайта Мосгордумы появилось несколько двойников: на подставных адресах бесследно исчезают депутатская почта и запросы граждан	у официальный сайт мосгордума появиться несколько двойник : на подставной адрес бесследно исчезать депутатский почта и запрос гражданин	active-dict
65	двойник	1.2	50-60	Сейчас закон предусматривает санкции в отношении «двойников» лишь в том случае, если наименования […] копируются полностью	сейчас закон предусматривать санкция в отношение « двойник » лишь в тот случай , если наименование [ … ] копироваться полностью	active-dict
66	двойник	2	11-19	Лирический двойник – зеркало автора	лирический двойник – зеркало автор	active-dict
67	двойник	2	33-43	Для Достоевского была важна тема двойников	для достоевский быть важный тема двойник	active-dict
68	двойник	2	7-16	Своего двойника видел в галлюцинаторных переживаниях Гете	свой двойник видеть в галлюцинаторный переживание гете	active-dict
69	двойник	2	133-143	Лужин, томно рассеянный по комнате, спит, а Лужин, представляющий собой шахматную доску, бодрствует и не может слиться со счастливым двойником	лужин , томно рассеянный по комната , спать , а лужин , представлять себя шахматный доска , бодрствовать и не мочь слиться с счастливый двойник	active-dict
70	двойник	2	95-106	Британский физик Стивен Хоукинг полагает: «Имеется бесконечное множество вселенных, являющихся двойниками нашей Вселенной»	британский физик стивен хоукинг полагать : « иметься бесконечный множество вселенная , являться двойник наш вселенная »	active-dict
71	двойник	2	44-52	Лифт медленно полз вверх – сумеречный лифт, двойник обычного, по-прежнему стоявшего на первом этаже	лифт медленно ползти вверх – сумеречный лифт , двойник обычный , по-прежнему стоять на первое этаж	active-dict
72	двойник	3	31-39	Зорге был разоблачен как агент-двойник	зорг быть разоблачить как агент-двойник	active-dict
73	двойник	3	96-105	Не менее многих в ГРУ разъярены они были мягкостью понесенного Луковым наказания и через агента-двойника допустили утечку	не менее многий в гру разъярить они быть мягкость понести луковый наказание и через агент-двойник допустить утечка	active-dict
74	двойник	3	26-36	«Сдвоился» – значит «стал двойником», работает на нас и на противника, дезинформирует	« сдвоиться » – значит « стать двойник » , работать на мы и на противник , дезинформировать	active-dict
75	двойник	3	42-50	Был осторожен, как профессиональный шпион-двойник	быть осторожный , как профессиональный шпион-двойник	active-dict
76	двойник	3	142-152	Руська […] согласился быть стукачом из любви к спорту, из желания изучить методы МГБ и выявить подлинных стукачей. […] Руську постигла судьба двойников. Об игре его по-прежнему никто не донес, но его стали сторониться	руська [ … ] согласиться быть стукач из любовь к спорт , из желание изучить метод мгб и выявить подлинный стукач . [ … ] руська постичь судьба двойник . о игра он по-прежнему никто не донести , но он стать сторониться	active-dict
77	дворец	1	8-15	Царский дворец	царский дворец	active-dict
78	дворец	1	0-7,30-37	дворец патриархаЭто настоящий дворец!	дворец патриархаэтый настоящий дворец !	active-dict
79	дворец	1	60-67	Когда семеро знатнейших вельмож империи подъехали к воротам дворца, никому из часовых даже в голову не пришло расспрашивать их о чем бы то ни было	когда семеро знатный вельможа империя подъехать к ворот дворец , никто из часовой даже в голова не пришлый расспрашивать они о чем бы то ни быть	active-dict
80	дворец	1	72-80	Огромный, напоминающий лоскутное одеяло стяг республики развевается над дворцом правителя	огромный , напоминать лоскутный одеяло стяг республика развеваться над дворец правитель	active-dict
81	дворец	1	26-34	Ханское величие мраморных дворцов сменилось глинобитным пригородом	ханский величие мраморный дворец смениться глинобитный пригород	active-dict
82	дворец	1	19-26	На экране мелькали дворцы и хижины какой-то страны контрастов, мягкий голос за кадром рассказывал про латифундии и олигархии	на экран мелькать дворец и хижина какой-то страна контраст , мягкий голос за кадр рассказывать про латифундия и олигархия	active-dict
83	дворец	1	18-25	Ему казалось, что дворец непременно должен быть сложен из цельных мраморных глыб, увенчан золоченым куполом и шпилем, а этот в принципе не отличался от любого дома на Невском, разве что был шире и стоял на виду	он казалось , что дворец непременно должный быть сложный из цельный мраморный глыба , увенчать золочёный купол и шпиль , а этот в принцип не отличаться от любой дом на невский , разве что быть шире и стоялый на вид	active-dict
84	дворец	2	0-7	Дворец бракосочетаний	дворец бракосочетание	active-dict
85	дворец	2	0-7	Дворец спорта	дворец спорт	active-dict
86	дворец	2	0-7	Дворец пионеров и школьников	дворец пионер и школьник	active-dict
87	дворец	2	79-86	В первый день после новогодних праздников Дмитрий с Юлькой подали заявление во Дворец бракосочетаний	в один день после новогодний праздник дмитрий с юлька подать заявление в дворец бракосочетание	active-dict
88	дворец	2	53-60	планах академии есть даже строительство собственного дворца кинематографии	план академия есть даже строительство собственный дворец кинематография	active-dict
89	дворец	2	13-20	Огромный зал Дворца молодежи на Комсомольском проспекте забит был до отказа	огромный зал дворец молодёжь на комсомольский проспект забитый быть до отказ	active-dict
90	девятка	1.1	0-8	Девятка – нечетное число	девятка – нечётный число	active-dict
91	девятка	1.1	13-21	поставить на девятку	поставить на девятка	active-dict
92	девятка	1.1	8-18	считать девятками	считать девятка	active-dict
93	девятка	1.1	146-154	Число «семь» указывает скорее на то, что интересующая вас фраза имеет исламское происхождение. Точнее, арабское. Турки и татары отдают первенство девятке	число « семь » указывать скорее на то , что интересовать вы фраза иметь исламский происхождение . точнее , арабский . турок и татарин отдавать первенство девятка	active-dict
94	девятка	1.1	0-8	Девятка в оккультных науках – это полный путь, от начала до самого конца. […] Это полный круг в 360 градусов (3+6+0=9)	девятка в оккультный наука – это полный путь , от начало до самый конец . [ … ] это полный круг в 360 градус ( 3 + 6 + 0 = 9 )	active-dict
95	девятка	1.2	22-30	В город звонят через «девятку»	в город звонить через « девятка »	active-dict
96	девятка	1.2	43-51	Надо рисовать концом шпаги не восьмерку, а девятку	надо рисовать конец шпага не восьмёрка , а девятка	active-dict
97	девятка	1.2	96-104	Завесил руку над нулем, потом опустил и подставил под нулем аккуратную черную лапку. Получилась девятка	завесить рука над нуль , потом опустить и подставить под нуль аккуратный чёрный лапка . получиться девятка	active-dict
98	девятка	1.2	98-106	В одном варианте записи, начиная со второй цифры после запятой, идут одни нули, а в другом – одни девятки	в один вариант запись , начинать с два цифра после запятая , идти один нуль , а в друг – один девятка	active-dict
99	девятка	1.2	42-50,90-99	А скорее всего надо набрать перед номером девятку – обычно она дает выход в город, но и с девяткой ничего не получается	а скорее всего надо набрать перед номер девятка – обычно она давать выход в город , но и с девятка ничто не получаться	active-dict
100	девятка	1.2	94-102	Отец, следя за дорогой, каждый раз пропускает тот момент, когда на его спидометре сразу много девяток заменяется многими нулями	отец , следить за дорогой , каждый раз пропускать тот момент , когда на он спидометр сразу много девятка заменяться многий нуль	active-dict
101	девятка	2	0-8	Девятка сильнейших игроков	девятка сильнейший игрок	active-dict
102	девятка	2	11-19	Он вошел в девятку высших руководителей Китая	он войти в девятка высокий руководитель китай	active-dict
103	девятка	2	94-102	А на опушке леса стояли на привязи девять жертвенных кобылиц, девять жертвенных быков, девять девяток жертвенных овец на поминальную тризну	а на опушка леса стоять на привязь девять жертвенный кобылица , девять жертвенный быков , девять девятка жертвенный овца на поминальный тризна	active-dict
104	девятка	2	0-8	Девятка реактивных истребителей – три звена в строю «клин» – с огромной скоростью ринулась из заоблачных высот к земле	девятка реактивный истребитель – три звено в строй « клин » – с огромный скорость ринуться из заоблачный высота к земля	active-dict
105	девятка	2	48-56	Да и женский турнир […] вошел в «супердевять» – девятку крупнейших турниров в мире!	да и женский турнир [ … ] войти в « супердевять » – девятка крупный турнир в мир !	active-dict
106	девятка	2	135-143	Развивая свою концепцию мироустройства, Европа заговаривает о включении Китая в Большую восьмерку, которая превратится таким образом в Девятку	развивать свой концепция мироустройство , европа заговаривать о включение китай в большой восьмёрка , который превратиться такой образ в девятка	active-dict
107	девятка	2	63-71	А этот потенциал был, как известно, сосредоточен в знаменитой «девятке» – девяти союзных министерствах ВПК	а этот потенциал быть , как известно , сосредоточить в знаменитый « девятка » – девять союзный министерство впк	active-dict
108	девятка	3.1	33-41	У меня остались валет, десятка и девятка	у я остаться валет , десятка и девятка	active-dict
109	девятка	3.1	28-36	В этой игре старшая карта – девятка	в этот игра старший карта – девятка	active-dict
110	девятка	3.1	30-38	Он стал метать. Направо легла девятка, налево тройка	он стать метать . направо лечь девятка , налево тройка	active-dict
111	девятка	3.1	12-20	У него была девятка, у банкомета восемь	у он быть девятка , у банкомёт восемь	active-dict
112	девятка	3.1	47-55,82-90	Фил смахнул рукой пот со лба и открыл карту. – Девятка! – воскликнул он. – У меня девятка! Это же «стрит»!	фил смахнуть рука пот с лоб и открыть карта . – девятка ! – воскликнуть он . – у я девятка ! это же « стрит » !	active-dict
113	девятка	3.2	15-23	Стали играть в девятку	стать играть в девятка	active-dict
114	девятка	3.2	2-10	В девятку мне вечно не везет	в девятка я вечно не везти	active-dict
115	девятка	3.2	110-118	Нестор Иванович, как только вошли гости, не встав даже от стола, не подав руки, предложил было перекинуться в девятку на интерес	нестор иван , как только войти гость , не встать даже от стол , не подать рука , предложить быть перекинуться в девятка на интерес	active-dict
116	девятка	3.2	58-66	Бабушка с дядей Юрой говорили и говорили, потом играли в «девятку», обучив к неудовольствию папы простенькой карточной игре и Колюню	бабушка с дядя юра говорить и говорить , потом играть в « девятка » , обучить к неудовольствие папа простенький карточный игра и колюня	active-dict
117	девятка	3.2	40-48	– Сто не сто, а пятьдесят выиграли. – В девятку? – На облигацию, принадлежащую автомобильному клубу	– сто не сто , а пятьдесят выиграть . – в девятка ? – на облигация , принадлежащий автомобильный клуб	active-dict
118	девятка	3.3	12-20	Восьмерка и девятка – разновидности бильярда	восьмёрка и девятка – разновидность бильярд	active-dict
119	девятка	3.3	26-34	В Москве прошел турнир по девятке	в москва пройти турнир по девятка	active-dict
120	девятка	3.3	0-8	Девятка отличается от предыдущей игры тем, что в ней используют только девять нумерованных от 1 до 9 шаров и биток	девятка отличаться от предыдущий игра тем , что в она использовать только девять нумеровать от 1 до 9 шаров и биток	active-dict
121	девятка	3.3	75-83	Мужчины составляли табель о рангах в менее известной разновидности пула – «девятке»	мужчина составлять табель о ранг в менее известный разновидность пул – « девятка »	active-dict
122	девятка	4.1	40-48	У подъезда припаркована чья-то вишневая девятка	у подъезд припарковать чей-то вишнёвый девятка	active-dict
123	девятка	4.1	16-24	Прошли уже две «девятки», а семнадцатый все не шел	пройти уже два « девятка » , а семнадцать весь не идти	active-dict
124	девятка	4.1	43-51	Хлебный фургон доставил мешки к остановке «девятки» у 10-го хлебозавода	хлебный фургон доставить мешок к остановка « девятка » у 10-го хлебозавод	active-dict
125	девятка	4.1	1-9	«Девятка» – это был дом, в котором помещался гастрономический магазин номер девять	« девятка » – это быть дом , в который помещаться гастрономический магазин номер девять	active-dict
126	девятка	4.1	70-78	Предлагать апологету иномарок купить «Жигули», «Оду» или подержанную «девятку» – пустое дело	предлагать апологет иномарка купить « жигули » , « ода » или подержать « девятка » – пустой дело	active-dict
127	девятка	4.1	21-29	Постучал пальцем по «девятке» за стеклом витрины, попросил холодной. […] Вспомнил какую-то передачу про пиво, что, дескать, в натуральную девятую «Балтику» подмешивают спирт	постучать палец по « девятка » за стекло витрина , попросить холодный . [ … ] вспомнить какой-то передача про пиво , что , дескать , в натуральный девять « балтика » подмешивать спирт	active-dict
128	девятка	4.2	23-31	Игрок отправляет мяч в девятку	игрок отправлять мяч в девятка	active-dict
129	девятка	4.2	31-39	Гол был эффектно забит прямо в девятку	гол быть эффектно забитый прямо в девятка	active-dict
130	девятка	4.2	30-38	Шайба влетела точно в правую «девятку» ворот финской команды	шайба влететь точно в правый « девятка » ворота финский команда	active-dict
