context_id	word	gold_sense_id	positions	context	lem_context	source
18	альбом	3	40-47	1989 года и записал несколько студийных альбомов, концертник, неоднократно представлял композиции на сборниках, в том числе приняли	1989 год и записать несколько студийный альбом , концертник , неоднократно представлять композиция на сборник , в тот число принять	active-rutenten
19	альбом	3	81-87	The Rest Of Us . Фронтмен группы Джон Резник в интервью рассказл о лирике нового альбома, что она описывает состояние тоски, уныния и неуверенности, когда эмоции берут	the rest of us . фронтмена группа джон резник в интервью рассказл о лирик новое альбом , что она описывать состояние тоска , уныние и неуверенность , когда эмоция брать	active-rutenten
20	альбом	3	83-90	Мельница на этот раз преподнесла сразу кипу новостей. Все они связаны либо с новым альбомом Мельницы «Дикие Травы», либо с дочерью Хелависы Ниной, которая вместе с мамой стала	мельница на этот раз преподнести сразу кипу новость . весь они связать либо с новый альбом мельница « дикий трава » , либо с дочь хелависа нина , который вместе с мама стать	active-rutenten
21	альбом	3	84-89	Панки Ми-доуза и Ферджи Фредериксена!) В ноябре 1984 одноименный с группой дебютный альбом увидел свет и к весне добрался в марте до 26-й строки, продержавшись в Топ40 семь	панк ми-доуза и ферджи фредериксен ! ) в ноябрь 1984 одноимённый с группа дебютный альбом увидеть свет и к весна добраться в март до 26-ть строка , продержаться в топ40 семь	active-rutenten
22	альбом	3	83-88	песнями. В итоге ее пригласили в Париж записывать с Nouvelle vague третий по счету альбом группы. В настоящее время, пройдя школу мировых гастролей и концертов в крупнейших	песнь . в итог она пригласить в париж записывать с nouvelle vague три по счёт альбом группа . в настоящее время , пройти школа мировой гастроль и концерт в крупный	active-rutenten
23	альбом	3	82-88	рассказывая о своей новой записи. Вчера состоялась премьера первого сингла нового альбома «Only Girl (In The World)» на нескольких американских радиостанциях. Этот трек	рассказывать о свой новый запись . вчера состояться премьера первое сингл новое альбом « only girl ( in the world ) » на несколько американский радиостанция . этот трек	active-rutenten
24	альбом	3	82-87	война ', но под другим именем - Лёд 9 ! Почему так, вы узнаете скачав и прослушав альбом.	война ' , но под другой имя - лёд 9 ! почему так , вы узнать скачать и прослушать альбом .	active-rutenten
25	альбом	3	84-89	японского – то милое и приятное. В нашем случае – яркое, пестрое и разнообразное. В альбом вошло 13 песен и два видеотрекы как бонус – на песни «Радио твое» и «Не напишу»	японский – то милый и приятный . в наш случай – яркий , пёстрый и разнообразный . в альбом войти 13 песня и два видеотрекы как бонус – на песнь « радио твой » и « не написать »	active-rutenten
26	альбом	2	49-54	Расула дети находят ответы на жизненные вопросы. альбом «Р.Гамзатов в творчестве детей», подготовленный в рамках международного проекта	расул ребёнок находить ответ на жизненный вопрос . альбом « р . гамзат в творчество ребёнок » , подготовить в рамка международный проект	active-rutenten
27	альбом	3	80-85	рэперами Череповца. Тогда вышел «Город джунглей» Bad Balance - это их последний альбом в оригинальном составе, с Михеем. Я знаю, что хип-хоп всех прет! Стас Хитрый –	рэпер череповец . тогда выйти « город джунгли » bad balance - это они последний альбом в оригинальный состав , с михей . я знать , что хип-хоп весь переть ! стас хитрый –	active-rutenten
28	альбом	3	83-89	превратился в вечнозеленый листок. Времена года: Фантазия на музыку Чайковского из альбома «Времена года». В изобразительном решении использваны кружева и вятская игрушка	превратиться в вечнозелёный листок . время год : фантазия на музыка чайковский из альбом « время год » . в изобразительный решение использвать кружево и вятский игрушка	active-rutenten
29	альбом	2	81-86	я была в синем? И не понимают, что художественное произведение - это не семейный альбом, что невозможно один к одному перенести на бумагу реальную историю, даже в документальном	я быть в синий ? и не понимать , что художественный произведение - это не семейный альбом , что невозможно один к один перенести на бумага реальный история , даже в документальный	active-rutenten
30	альбом	2	86-92	празднования 350–летия вхождения республики в состав России. Оформлением и структурой альбома займется победитель конкурса, организованного администрацией президента и правительства	празднование 350 – летие вхождение республика в состав россия . оформление и структура альбом заняться победитель конкурс , организовать администрация президент и правительство	active-rutenten
31	альбом	3	40-45	группа выпустила долгожданный четвёртый альбом, который оказался ещё мощнее, ещё красивее предыдущих! Отыграв несколько концертов	группа выпустить долгожданный четыре альбом , который оказаться ещё мощный , ещё красивый предыдущий ! отыграть несколько концерт	active-rutenten
32	альбом	2	87-92	канатка в парке Альбом: Грузия Вокзал 'Боржоми Парк' Альбом: Грузия Альбом: Грузия ... Альбом: Грузия В Боржоми есть узкоколейка. Read more	канатка в парка альбом : грузия вокзал ' боржоми парк ' альбом : грузия альбом : грузия . . . альбом : грузия в боржоми есть узкоколейка . read more	active-rutenten
33	альбом	2	85-92	создания открыток, календарей, художественных эффектов да композиций, слайд-шоу, веб альбомов, да даже если компьютерных игр.	создание открытка , календарь , художественный эффект да композиция , слайд-шоу , веб альбом , да даже если компьютерный игра .	active-rutenten
34	альбом	2	82-87	для жителей Денвера и штата Колорадо. Происшествия, новости, прогноз погоды, фото альбом.	для житель денвер и штат колорадо . происшествие , новость , прогноз погода , фото альбом .	active-rutenten
35	альбом	3	85-90	только в 2002 году собрал из старых песен «The Best» «Ну вот и дома». Позже выпустил альбом «Рублевское шоссе», а последний - «Дембеля» в феврале 2005г. Сегодня все мое творчество	только в 2002 год собрать из старое песня « the best » « ну вот и дом » . поздний выпустить альбом « рублевский шоссе » , а последний - « дембель » в февраль 2005г . сегодня весь мой творчество	active-rutenten
36	альбом	2	81-86	предметы, и наклеивайте их в специальный альбом для вырезок (рассматривайте этот альбом вместе и помогайте ему показывать на картинки, когда Вы называете предмет)	предмет , и наклеивать они в специальный альбом для вырезка ( рассматривать этот альбом вместе и помогать он показывать на картинка , когда вы называть предмет )	active-rutenten
37	альбом	3	82-87	пожалуй, более известен на Западе, чем на Родине. Сейчас 'Виды Рыб' готовят новый альбом, посвященный карго-культу в России. Они практически не выступают в клубах и на	пожалуй , более известный на запад , чем на родина . сейчас ' вид рыба ' готовить новый альбом , посвятить карго-культ в россия . они практически не выступать в клуб и на	active-rutenten
38	альбом	3	41-48	Pere-Lachaise: там поболтать есть с кем! альбомом у вас поменялось звучание. Что на это повлияло? Бу: Повлиял Александр Карелин.	pere-lachaise : там поболтать есть с кто ! альбом у вы поменяться звучание . что на это повлиять ? бу : повлиять александр карелин .	active-rutenten
39	альбом	3	86-92	развлечений». Они рассказали, что собираются порадовать поклонников свежими треками с альбома «Кундалини», и ответили на вопросы студентов и представителей СМИ о жизни коллектива	развлечение » . они рассказать , что собираться порадовать поклонник свежий трек с альбом « кундалинь » , и ответить на вопрос студент и представитель сми о жизнь коллектив	active-rutenten
40	альбом	3	41-47	, что работает над материалом для нового альбома своей основной группы Bad Seeds. К слову, еще один проект Кейва, Grinderman, выпустит	, что работать над материал для новое альбом свой основной группа bad seeds . к слово , ещё один проект кейв , grinderman , выпустить	active-rutenten
41	альбом	3	81-87	сингл под названием Pass At Me . Песня является первой ласточкой с его грядущего альбома Shock Value часть III , и этой пластинки с нетерпением и интересом ожидают миллионы	сингл под название pass at me . песня являться один ласточка с он грядущий альбом shock value часть iii , и этот пластинка с нетерпение и интерес ожидать миллион	active-rutenten
42	альбом	2	41-47	с целью подготовки уникального издания – альбома, посвященного русским иконам, утвари и церковным одеяниям, хранящимся на Синае.	с цель подготовка уникальный издание – альбом , посвятить русский икона , утварь и церковный одеяние , храниться на синай .	active-rutenten
43	альбом	2	85-91	подходящее для своего авто. Довольно длительное время приходится смотреть каталоги и альбомы с фотографиями, но стандартные изображения почти не выбирают. А если даже и пал	подходящий для свой авто . довольно длительный время приходиться смотреть каталог и альбом с фотография , но стандартный изображение почти не выбирать . а если даже и пасть	active-rutenten
44	альбом	2	82-89	Кто не завидовал друзьям, вернувшихся с юга отдохнувшими, загорелыми, с громадным альбомом фотографий, на некоторых из которых «они в грязюке с головы до пят»? Талассотерапия	кто не завидовать друг , вернуться с юг отдохнуть , загорелый , с громадный альбом фотография , на некоторый из который « они в грязюка с голов до пята » ? талассотерапия	active-rutenten
45	альбом	3	83-88	Дискотеки Аварии 'Небо' и сборник песен Николая Баскова 'Лучшие хиты 2003',а также альбом Цыгановой Вики-”Ангел мой”(1994 год)? Спасибо	дискотека авария ' небо ' и сборник песня николай басков ' хороший хит 2003 ' , а также альбом цыганов вики- ” ангел мой ” ( 1994 год ) ? спасибо	active-rutenten
46	альбом	3	87-94	известных групп и исполнителей, тогда как раньше ему приходилось покупать диск с целым альбомом',— говорит Дмитрий Коннов. В результате продажи дисков во всем мире стали резко	известный группа и исполнитель , тогда как ранний он приходиться покупать диск с целое альбом ' , — говорить дмитрий конновый . в результат продажа диск в весь мир стать резко	active-rutenten
47	альбом	3	80-86	и во многом их уровень подготовки и профессионализма стал решающим для качества альбома в целом. Они большие молодцы!”	и в многое они уровень подготовка и профессионализм стать решающий для качество альбом в целое . они большой молодец ! ”	active-rutenten
48	альбом	3	40-46	«Барто» выступили с презентацией нового альбома «Ум, совесть и честь», собрав практически полный танцпол своих фанатов, меломанов	« барто » выступить с презентация новое альбом « ум , совесть и честь » , собрать практически полный танцполый свой фанат , меломан	active-rutenten
49	альбом	3	84-89	группы. Все участники группы из Compton и South Central , Los Angeles . По продажам альбом достиг лишь 19-й строчки в чарте Billboard Top Christian Albums и в общей сложности	группа . весь участник группа из compton и south central , los angeles . по продажа альбом достигнуть лишь 19-ть строчка в чарт billboard top christian albums и в общий сложность	active-rutenten
50	альбом	3	82-87	песню. На этом эксперименты не закончились, и уже в следующем году Юлия выпустила альбом «Человек-Птица», который критики называли одним из самых концептуальных музыкальных	песня . на это эксперимент не закончиться , и уже в следующий год юлий выпустить альбом « человек-птица » , который критика называть один из самый концептуальный музыкальный	active-rutenten
51	альбом	3	84-90	выдвигавшегося на премию Гремми. Джо и его группа в качестве акции поддержки нового альбома собираются совершить турне по Северной Америке, которое откроется 11 марта концертом	выдвигаться на премия гремми . джо и он группа в качество акция поддержка новое альбом собираться совершить турне по северный америка , который открыться 11 март концерт	active-rutenten
52	альбом	3	80-86	концертах те песни, которые действительно обо мне. Естественно, многие песни из альбома «Трудный возраст» - это просто выдуманные истории, но есть и песни, которые я писала	концерт тот песнь , который действительно о я . естественно , многие песнь из альбом « трудный возраст » - это просто выдумать история , но есть и песнь , который я писать	active-rutenten
53	альбом	3	58-64	души, но как попало» -- главная формула родного искусства альбома «Награ» флагманов русского этнорока группы «Иван Купала» третий месяц горячо ротируются	душа , но как попасть » -- главный формула родной искусство альбом « награ » флагман русский этнорок группа « иван купать » три месяц горячо ротироваться	active-rutenten
54	альбом	3	82-88	года Сколько треков: 13 Время звучания: 86 минут Качество музыки: 320 кбит Размер альбома: 187 Мб	год сколько трек : 13 время звучание : 86 минута качество музыка : 320 кбит размер альбом : 187 мб	active-rutenten
55	альбом	3	57-62	обзор, который ставит больше вопросов, чем даёт ответов. альбом Дивайн Комеди, который я скачал непонятно где за целый месяц до его выпуска на	обзор , который ставить большой вопрос , чем давать ответ . альбом дивайн комедь , который я скачать непонятно где за целый месяц до он выпуск на	active-rutenten
56	альбом	3	80-85	компакт диска Павла Кашина: 'По волшебной реке' и 'По небесным грядкам'. 1996 - альбом 'Жизнь' 1997 - альбом 'Подсолнух' сентябрь 1997 - Паша Кашин уехал жить в США 1998	компакт диск павел кашин : ' по волшебный река ' и ' по небесный грядка ' . 1996 - альбом ' жизнь ' 1997 - альбом ' подсолнух ' сентябрь 1997 - паша кашин уехать жить в сша 1998	active-rutenten
57	альбом	3	81-87	и заблудился в этом звуколесе до трех ночи. Про 'Liars' я знал только то, что их альбомы выходят на Mute, экспериментальном 'звездном' лондонском лейбле, под крылом которого	и заблудиться в это звуколесо до три ночь . про ' liars ' я знать только то , что они альбом выходить на mute , экспериментальный ' звёздный ' лондонский лейбл , под крыло который	active-rutenten
58	альбом	2	85-91	статуса альбомов используется стандартный вызов Drupal API (hook_cron). При удалении альбома пользователя с Picasa серия фотографий депубликуется. Синхронизации комментариев	статус альбом использоваться стандартный вызов drupal api ( hook_cron ) . при удаление альбом пользователь с picasa серия фотография депубликоваться . синхронизация комментарий	active-rutenten
59	альбом	3	85-92	дополнить таким полями, как настоящее имя, дата рождения, дата смерти и другими. Для альбомов можно указать год выпуска, жанр и лейбл. Кроме этого, можно добавить поле 'Надо	дополнить такой поле , как настоящее имя , дата рождение , дата смерть и другой . для альбом можно указать год выпуск , жанр и лейбл . кроме это , можно добавить пол ' надо	active-rutenten
60	альбом	3	41-46	же Баста, он же Ноггано, выпустил в свет альбом своего нового альтер эго Нинтендо — русский народный кранк, одну из самых мощных	же баста , он же ноггано , выпустить в свет альбом свой новое альтер эго нинтендо — русский народный кранк , один из самый мощный	active-rutenten
61	альбом	3	84-89	придыханием стали ждать, когда всё это перерастет в нечто большее – новый студийный альбом. И… вот оно!	придыхание стать ждать , когда весь это перерасти в нечто больший – новый студийный альбом . и … вот оно !	active-rutenten
62	альбом	3	82-88	М.Шуфутинского. 9 стихотворений специально были написаны для 'Вороваек'. Также на альбоме можно услышать шуточную песню на стихи Бориса Бостона 'Фабрика звёзд' и лирическую	метр . шуфутинский . 9 стихотворение специально быть написать для ' воровайка ' . также на альбом можно услышать шуточный песня на стих борис бостон ' фабрика звезда ' и лирический	active-rutenten
63	альбом	3	42-47	сингл , и дальше пока планируем писать не альбом, а выпускать сигналы!	сингл , и далёкий пока планировать писать не альбом , а выпускать сигнал !	active-rutenten
64	альбом	2	87-93	Свадебный фотограф является регулярным гостем бракосочетаний во всём мире. А свадебные альбомы обязательный атрибут воспоминаний этих чудесных моментов жизни. Детские фотографии	свадебный фотограф являться регулярный гость бракосочетание в весь мир . а свадебный альбом обязательный атрибут воспоминание этот чудесный момент жизнь . детский фотография	active-rutenten
65	альбом	3	42-47	уже в третий раз. Прекрасный, невероятный альбом. Да, я страдаю меланхолией в последнее время, и тут как никогда в тему. Мне нравится	уже в три раз . прекрасный , невероятный альбом . да , я страдать меланхолия в последний время , и тут как никогда в тема . я нравиться	active-rutenten
66	альбом	3	41-48	Король и Шут» завершила работу над новым альбомом на студии «Станция Звука». Последние операции по сведению и мастерингу были окончены	король и шут » завершить работа над новый альбом на студия « станция звук » . последний операция по сведение и мастеринг быть окончить	active-rutenten
67	альбом	3	88-93	последнее слово: вокалист и гитарист Леонид Федоров нечасто дает интервью, но про новый альбом кое-что прессе поведал:	последний слово : вокалист и гитарист леонид фёдоров нечасто давать интервью , но про новый альбом кое-что пресса поведать :	active-rutenten
68	альбом	3	89-94	раскуплены почти полностью. Еще бы, легенда русского металла ' Ария ' выпустила номерной альбом 'Армагеддон', который и представила в воскресенье в Соловьином крае.	раскупить почти полностью . ещё бы , легенда русский металл ' ария ' выпустить номерной альбом ' армагеддон ' , который и представить в воскресение в соловьиный край .	active-rutenten
69	альбом	3	45-52	сделать небольшой перерыв в работе над новым альбомом и 1 ноября отправляется в тур, который получил название «Остаться собой!» . Тур	сделать небольшой перерыв в работа над новый альбом и 1 ноябрь отправляться в тур , который получить название « остаться себя ! » . тур	active-rutenten
70	альбом	3	80-85	работал исполнительным продюсером компании «АнТроп», мы даже пытались издать их альбом на пластинке, но экономический хаос, к сожалению, не позволил сделать это, хотя	работать исполнительный продюсер компания « антроп » , мы даже пытаться издать они альбом на пластинка , но экономический хаос , к сожаление , не позволить сделать это , хотя	active-rutenten
71	альбом	3	82-87	разок, следом переслушать, хочется вникнуть в детали. Честный и точно выстроенный альбом Мастера, которому есть что сказать этому миру, например, 'я не люблю'. Sex and	разок , следом переслушать , хотеться вникнуть в деталь . честный и точно выстроить альбом мастер , который есть что сказать это мир , например , ' я не любить ' . sex and	active-rutenten
72	альбом	2	83-89	выхода первого снимка составляет 13 секунд, светостойкость, при условии хранения в альбоме, по словам производителя, составляет 200 лет. Принтеры используют классическую	выход первое снимка составлять 13 секунда , светостойкость , при условие хранение в альбом , по слово производитель , составлять 200 год . принтер использовать классический	active-rutenten
73	альбом	3	80-86	. закончила работу над последней песней с альбома « Collapse into Now ». Запись альбома происходила в Нэшвилле. На следующее утро гитарист Питер Бак отправился домой в	. закончить работа над последний песня с альбом « collapse into now » . запись альбом происходить в нэшвилле . на следующий утро гитарист питер бак отправиться домой в	active-rutenten
74	альбом	2	42-47	Альбом 2. Иван Константинович Айвазовский Альбом 3. Леонардо да Винчи Альбом 4. Клод Моне Альбом 5. Архип Иванович Куинджи Альбом	альбом 2 . иван константин айвазовский альбом 3 . леонардо да винчи альбом 4 . клод мона альбом 5 . архип иван куинджи альбом	active-rutenten
75	альбом	3	82-87	Может быть. По разному можно говорить. Я тоже не согласен, что SWA – для девочек. Альбом для того и был написан, чтобы девочки начинали обсуждать этот альбом с мальчиками	мочь быть . по разный можно говорить . я тоже не согласный , что swa – для девочка . альбом для тот и быть написать , чтобы девочка начинать обсуждать этот альбом с мальчик	active-rutenten
76	альбом	2	81-86	фильмов Джеки Чана. Вряд ли кто-нибудь захочет, открыв через много лет свадебный альбом, чтобы вспомнить прошлое, увидеть прикорнувшего в салате дядю Васю или упавшую	фильм джеки чан . вряд ли кто-нибудь захотеть , открыть через много год свадебный альбом , чтобы вспомнить прошлое , увидеть прикорнуть в салат дядя вася или упасть	active-rutenten
77	альбом	3	60-65	не попадающие под категории вышеназванных обобщенных групп. альбом № 325 'Русские войска на острове Крит'. 1898 г.'. На снимках видим присутствие	не попадать под категория вышеназванный обобщённый группа . альбом № 325 ' русский войско на остров крит ' . 1898 год . ' . на снимка видеть присутствие	active-rutenten
