context_id	word	gold_sense_id	positions	context	lem_context	source
12	балка	1	90-95	деле следствие перехода к конкурентном рынку. По вагонам, по колесным парам, надрессорным балкам и т.д. сегодня уже есть несколько покупателей, но в ряде случаев	дело следствие переход к конкурентный рынок . по вагон , по колёсный пара , надрессорный балка и том . далее . сегодня уже есть несколько покупатель , но в ряд случай	bts-rnc
13	балка	1	103-107	доме, упакованы все проблемы современной биохимии, биофизики, цитологии, фармакологии... Те же опорные балки-- мембраны, те же лифты -- ионные каналы клеток, те же входные двери -- рецепторы,	дом , упаковать весь проблема современный биохимия , биофизик , цитология , фармакология . . . тот же опорный балки-- мембрана , тот же лифт -- ионный канал клетка , тот же входной дверь -- рецептор ,	bts-rnc
14	балка	1	74-78	, удары колёс о стыки рельсов стали звонче , и мимо окна понеслись ржавые балки моста , за которыми была видна широкая голубая полоса неизвестной реки . 8	, удар колесо о стык рельс стать звонкий , и мимо окно понестись ржавый балка мост , за который быть видный широкий голубой полоса неизвестный река . 8	bts-rnc
15	балка	1	90-94	. Глушков работал с безумным исступлением , и только безумие помогло ему ворочать тяжёлые балки, совершить работу , которая была бы по силам десятерым . Берёзкин снова увидел неприглядный	. глушков работать с безумный исступление , и только безумие помочь он ворочать тяжёлый балка , совершить работа , который быть бы по сила десятеро . берёзкина снова увидеть неприглядный	bts-rnc
16	балка	1	80-84	!.. Дрок упорно таскал к месту, облюбованному им для своей постройки, то старые балки, то стропила, то доски… Наконец, завел тачку и начал издалека привозить дикий	! . . дрок упорно таскать к место , облюбовать имя для свой постройка , то старое балка , то стропило , то доска … наконец , завести тачка и начать издалёка привозить дикий	bts-rnc
17	балка	1	97-101	-Рига, через реку Вазуза, местный житель, спустившийся прополоскать белье, увидел подвешенное на балке тело неизвестного парня и вызвал полицию. - Подросток покончил жизнь самоубийством через повешенье	-рига , через река вазуза , местный житель , спуститься прополоскать бельё , увидеть подвесить на балка тело неизвестный парень и вызвать полиция . - подросток покончить жизнь самоубийство через повешение	bts-rnc
18	балка	1	82-86	при чем. Основной на сегодня является версия, что причиной аварии стало обрушение балки перекрытия в связи с «усталостью металла».	при чем . основной на сегодня являться версия , что причина авария стать обрушение балка перекрытие в связь с « усталость металл » .	bts-rnc
19	балка	1	94-98	видно небо. Есть дома, особенно небольшие, с раскрошившейся крышей, из-под которой обрушились балки и доски. Они косо повисли, и кажется -- они все еще рушатся, вечно	видно небо . есть дом , особенно небольшой , с раскрошиться крыша , из-под который обрушиться балка и доска . они косо повиснуть , и кажется -- они весь ещё рушиться , вечно	bts-rnc
20	балка	1	63-69	на Пресне ломали старинный дом: с третьего яруса с ней упал, с балками рухнулся, а опустило безо вреда, ни царапины! Еще -- Спаситель, тоже очень старинный, «	на пресня ломать старинный дом : с третье ярус с она упасть , с балка рухнуться , а опустить без вред , ни царапина ! ещё -- спаситель , тоже очень старинный , «	bts-rnc
21	балка	1	80-85	, лазил на горящие здания; огнем опалило ему волосы; едва не задавило рухнувшей балкою. Помогая вытаскивать убогие пожитки бедняков из подвальных жилищ, стоял по пояс в	, лазить на гореть здание ; огонь опалить он волос ; едва не задавить рухнуть балка . помогать вытаскивать убогий пожитки бедняк из подвальный жилища , стоялый по пояс в	bts-rnc
22	балка	1	64-68	-- Добавить балку ко второму концу балки E 1 и ко второму концу балки E 2 ; * Add Beam E1 F -- Добавить балку к первому концу балки	-- добавить балка к второе конец балка e 1 и к второе конец балка e 2 ; * add beam e1 f -- добавить балка к первое конец балка	bts-rnc
23	балка	1	91-95	при надобности и битая бутылка . Жёлтая электролампа под колпаком свешивалась с деревянной балки, как самоубийца . Свет её то тускнел , то разгорался -- вместо движков на электростанции	при надобность и битый бутылка . жёлтый электролампа под колпак свешиваться с деревянный балка , как самоубийца . свет её то тускнеть , то разгораться -- вместо движковый на электростанция	bts-rnc
24	балка	1	78-82	во весь рост только в таком случае, если предварительно позаботился отойти от балки и стать в самом глубоком месте пола. Кроме грубых скамей, стола и	в весь рост только в такой случай , если предварительно позаботиться отойти от балка и стать в самый глубокий место полый . кроме грубый скамья , стол и	bts-rnc
25	балка	1	74-78	Э.Г.Отиса. Небоскреб состоит из фундамента, стального каркаса из колонн и балок над землей и стен на завесах, прикрепленных к балкам. В этом небоскребе	э . год . отис . небоскрёб состоять из фундамент , стальной каркас из колонна и балка над земля и стена на завеса , прикрепить к балка . в это небоскрёб	bts-rnc
26	балка	1	64-69	из колонн и балок над землей и стен на завесах, прикрепленных к балкам. В этом небоскребе основную нагрузку несет стальной каркас, а не стены. Эту	из колонна и балка над земля и стена на завеса , прикрепить к балка . в это небоскрёб основный нагрузка нести стальной каркас , а не стена . этот	bts-rnc
27	балка	1	92-96	"мины. По словам губернатора, такой вывод можно сделать из-за ""разрушения основной титановой балки. В практике крушений самолетов такого еще не было. А потому есть большая"	"мина . по слово губернатор , такой вывод можно сделать из-за "" разрушение основной титановый балка . в практика крушение самолёт такой ещё не быть . а потому есть большой"	bts-rnc
28	балка	1	69-75	домов – полностью снесен шифер с крыш, с одного дома снесена крыша с балками, в местном детском саду повреждено 20% кровли и частично были выбиты стекла.	дом – полностью снести шифер с крыша , с один дом снести крыша с балка , в местный детский сад повредить 20 % кровля и частично быть выбить стекло .	bts-rnc
29	балка	1	94-98	, едва озарявшими взволнованные лица. При их трепетном свете можно было разглядеть деревянные балки под крышей и наивную роспись на стенах: доброго пастыря с овцой на	, едва озарять взволновать лицо . при они трепетный свет можно быть разглядеть деревянный балка под крыша и наивный роспись на стен : добрый пастырь с овца на	bts-rnc
30	балка	1	93-97	мимо Гашека. Талисман «Металлурга» лисенок что есть силы колотит в подвешенную металлическую балку(это такое ноу-хау в Магнитогорске, вместо паровозного гудка), а герой утопает в	мимо гашек . талисман « металлург » лисёнок что есть сила колотить в подвесить металлический балка ( это такой ноу-хау в магнитогорск , вместо паровозный гудок ) , а герой утопать в	bts-rnc
31	балка	1	79-83	Лужкова! Будьте любезны, доложите мэру о проекте профессора. Денег на стойки и балки для детей надо немного. Может быть, даже меньше, чем на памятник Петру	лужков ! быть любезный , доложить мэр о проект профессор . деньга на стойка и балка для ребёнок надо немного . мочь быть , даже маленький , чем на памятник петра	bts-rnc
32	балка	1	86-90	таких случаях часто наступает тот самый «реактивный момент», когда задний винт сносит балку. Экипаж до конца пытался посадить ушедшую «вразнос» машину. Почему я делаю такой	такой случай часто наступать тот самый « реактивный момент » , когда задний винт сносить балка . экипаж до конец пытаться посадить уйти « вразнос » машина . почему я делать такой	bts-rnc
33	балка	1	78-82	стене. Потолка над башней не было, он давно обвалился, лишь одна полусгнившая балка, как пушка, торчала из каменной стены. В этой толстой замшелой стене были	стена . потолок над башня не быть , он давно обвалиться , лишь один полусгнить балка , как пушка , торчать из каменный стена . в этот толстой замшелый стена быть	bts-rnc
34	балка	1	80-84	... Я не хочу делать никаких официальных заявлений, но если бы действительно та балка взорвалась, самолет бы развалился прямо в воздухе на мелкие куски. Дело в	. . . я не хотеть делать никакой официальный заявление , но если бы действительно тот балка взорваться , самолёт бы развалиться прямо в воздух на мелкий кусок . дело в	bts-rnc
35	балка	1	85-89	Цветаевой, «она висела невысоко над полом, на гвозде, вбитом в поперечную потолочную балку, на тонком крепком шнуре». Причин гибели Марины Цветаевой множество, они постепенно подбирались	цветаев , « она висеть невысоко над полый , на гвоздь , вбить в поперечный потолочный балка , на тонкий крепкий шнур » . причина гибель марина цветаев множество , они постепенно подбираться	bts-rnc
36	балка	1	56-60	E 1 и к свободному узлу F ; * Add Beam E2 F -- Добавить балку ко второму концу балки E 1 и к свободному узлу F . Параметры	e 1 и к свободный узел f ; * add beam e2 f -- добавить балка к второе конец балка e 1 и к свободный узел f . параметр	bts-rnc
37	балка	1	92-97	окон зияли франтоватые прежде, в арабском стиле городские купальни. Стоявшую на двутавровых балках в самом море деревянную кофейню, вычурно раскрашенную и носившую шутливое название «Поплавок»,	окно зиять франтоватый прежде , в арабский стиль городской купальня . стоять на двутавровый балка в самый мор деревянный кофейня , вычурно раскрасить и носить шутливый название « поплавок » ,	bts-rnc
38	балка	1	92-96	вместе с плотниками -- обычай назывался «окладно». Когда стены срубят и проложат потолочные балки, матицы, опять плотникам угощенье: «матешно». А крышу тесом закроют, да сверху князево	вместе с плотник -- обычай называться « окладный » . когда стена срубить и проложить потолочный балка , матица , опять плотник угощение : « матешно » . а крыша тёс закрыть , да сверху князёвый	bts-rnc
39	балка	1	72-77	точить колесные бандажи и надевать оси. Старая грязь и копоть висела на балках махрами, пахло сыростью и мазутом, разреженный свет осени мертво сиял на механизмах.	точить колёсный бандаж и надевать ося . старый грязь и копоть висеть на балка махры , пахнуть сырость и мазут , разредить свет осень мертво сиять на механизм .	bts-rnc
40	балка	1	73-78	которого они выбили золотые зубы. Теперь не найти консервов, но много по балкам и по канавам ржавых жестянок, свистящих дырьями на ветру. Одуревшие от вина,	который они выбить золотой зуб . теперь не найти консервы , но много по балка и по канава ржавый жестянка , свистящий дырье на ветер . одуреть от вино ,	bts-rnc
41	балка	1	111-115	он. – Наши эксперты установили причину аварии – брак металлоконструкций. Была нарушена технология изготовления балки, несущей покрытие здания». Специалисты «Городского центра экспертиз» видят в этом факте начальную	он . – наш эксперт установить причина авария – брак металлоконструкция . быть нарушить технология изготовление балка , несущий покрытие здание » . специалист « городской центр экспертиза » видеть в это факт начальный	bts-rnc
42	балка	1	94-98	светлые тона, выделяя кирпичный цоколь, подчеркивая линию крыши и умеренно оттеняя деревянные балки.	светлый тон , выделять кирпичный цоколь , подчёркивать линия крыша и умеренно оттенять деревянный балка .	bts-rnc
43	балка	1	86-90	посуда. Во Франции материалы берут прямо у природы: грубые каменные стены, деревянные балки потолка, керамическая и деревянная посуда. В России популярны и «Англия», и «Франция»,	посуда . в франция материал брать прямо у природа : грубый каменный стена , деревянный балка потолок , керамический и деревянный посуда . в россия популярный и « англия » , и « франция » ,	bts-rnc
44	балка	1	107-111	. По словам Серебренникова, там «катастрофа на катастрофе»: протекает крыша, старые коммуникации, сгнившие балки. Но пока реконструкция коснется только зала, который будет превращен в универсальный зал-	. по слово серебренников , там « катастрофа на катастрофа » : протекать крыша , старое коммуникация , сгнить балка . но пока реконструкция коснуться только зал , который быть превратить в универсальный зал-	bts-rnc
45	балка	1	93-97	просторном гулком плохо освещенном здании уже вовсю снуют строители, лежат огромные железные балки, слышны удары инструментов и скрежет машины для сварки. Маэстро даже немного растерялся,	просторный гулкий плохо осветить здание уже вовсю сновать строитель , лежать огромный железный балка , слышный удар инструмент и скрежет машина для сварка . маэстро даже немного растеряться ,	bts-rnc
46	балка	1	80-85	закрутились, свились в сизом и черном дыму, устремляясь на потолок, к смолистым балкам истопки. Она уже задыхалась от дыма и плотнее прижалась к прохладному земляному	закрутиться , свиться в сизый и чёрный дым , устремляться на потолок , к смолистый балка истопка . она уже задыхаться от дым и плотный прижаться к прохладный земляной	bts-rnc
47	балка	1	85-89	долл. Американцы же любят вспоминать уже ставшую легендой в авиационных кругах «нашу балку»: с этого года все поперечные балки – основа для шасси – для самолетов семейства	доллар . американец же любить вспоминать уже стать легенда в авиационный круг « наш балка » : с это год весь поперечный балка – основа для шасси – для самолёт семейство	bts-rnc
48	балка	1	103-107	свободно делать перепланировку, переставляя перегородки внутри квартир. Но при этом нельзя затрагивать балки каркаса, расположенные под потолком, и колонны (см. схемы). СЕРИЯ: 1-335 (	свободно делать перепланировка , переставлять перегородка внутри квартира . но при это нельзя затрагивать балка каркас , расположить под потолок , и колонна ( сантиметр . схема ) . серия : 1-335 (	bts-rnc
49	балка	1	81-87	можно остановиться как в классическом номере, так и в «эстонском», с деревянными балками, сводчатыми потолками, плетеными ковриками и проч. Сервис этого отеля уже опробовали на	можно остановиться как в классический номер , так и в « эстонский » , с деревянный балка , сводчатый потолок , плетёный коврик и прочий . сервис это отель уже опробовать на	bts-rnc
50	балка	1	84-88	плед и вздрагивала при всякой молнии, освещавшей небо, при всяком треске валившихся балок. По всей деревне господствовало величайшее смятение: рыдание, стоны, крики нескольких десятков голосов	плед и вздрагивать при всякая молния , освещать небо , при всякий треск валиться балка . по весь деревня господствовать великий смятение : рыдание , стон , крик несколько десяток голос	bts-rnc
51	балка	1	108-112	математических моделей. Например, в кораблестроении трёхмерный корпус судна рассматривают в виде одномерной балки, для которой уже давно существуют методики расчёта. В случае с ОБПС эти	математический модель . например , в кораблестроение трёхмерный корпус судный рассматривать в вид одномерный балка , для который уже давно существовать методика расчёт . в случай с обпс этот	bts-rnc
52	балка	1	95-99	автотранспорта по мосту: дают возможность грузовикам быстро отвозить поднятые из воды бетонные балки. С моста хорошо видно, как широко разлилась река. Кажется, что маленькие дома	автотранспорт по мост : давать возможность грузовик быстро отвозить поднять из вода бетонный балка . с мост хорошо видно , как широко разлиться река . кажется , что маленькая дом	bts-rnc
53	балка	1	80-84	, ЗПУ и пулемета стрелять по фюзеляжу гораздо сподручнее, чем в узкую хвостовую балку. По опыту афганской войны, войн в Анголе, Конго, на Ближнем Востоке из	, зпу и пулемёт стрелять по фюзеляж гораздо сподручный , чем в узкий хвостовой балка . по опыт афганский война , война в ангола , конго , на ближний восток из	bts-rnc
54	балка	1	88-92	одно здание – полуразрушенный погреб-ледник. Из-за таяния снега и грунтовых вод несущие балки исторического сооружения серьезно повредились. Когда компания-застройщик ООО «Лес-Форум» начала возводить	один здание – полуразрушить погреб-ледник . из-за таяние снег и грунтовый вод несущий балка исторический сооружение серьёзно повредиться . когда компания-застройщик ооо « лес-форум » начало возводить	bts-rnc
55	балка	1	59-63	и к первому концу балки E 2 ; * AddBeamE 2 E 1 -- Добавить балку ко второму концу балки E 1 и к первому концу балки E	и к первое конец балка e 2 ; * addbeame 2 e 1 -- добавить балка к второе конец балка e 1 и к первое конец балка e	bts-rnc
56	балка	1	79-83	опытный, как другие, чуть-чуть взял руля не туда, заднее колесо заскользило по балке, и грузовик провалился, повиснув карданом на одной из балок и, по счастью,	опытный , как другой , чуть-чуть взять руль не туда , задний колесо заскользить по балка , и грузовик провалиться , повиснуть кардан на один из балка и , по счастие ,	bts-rnc
57	балка	1	79-83	Whelen HHS 2200, 50 динамиков-громкоговорителей той же фирмы и 25 светодиодных балок(оснащение не менее 16 светомодулей). Мигалки далеко не простые. К примеру, они	whelen hhs 2200 , 50 динамик-громкоговоритель тот же фирма и 25 светодиодный балка ( оснащение не менее 16 светомодуль ) . мигалка далеко не простой . к пример , они	bts-rnc
58	балка	1	82-86	угла в угол косо протянута труба. Нары завалены пальто и телогрейками. Прогнившие балки оклеены цветными фотографиями из журналов. На тумбочках громоздится немытая посуда. Мы скинули	угол в угол косо протянуть труба . нары завалить пальто и телогрейка . прогнить балка оклеить цветной фотография из журнал . на тумбочка громоздиться немытый посуда . мы скинуть	bts-rnc
59	балка	1	122-127	размещения небольшой спортивной сумки. Пространство багажного отделения несколько ограничено расположенной поперек кузова балкой жесткости. Однако его вполне хватит для повседневной жизни, не связанной с перевозкой	размещение небольшой спортивный сумка . пространство багажный отделение несколько ограничить расположить поперёк кузов балка жёсткость . однако он вполне хватить для повседневный жизнь , не связанный с перевозка	bts-rnc
60	балка	1	84-88	стоит смерти и предательства!» -- воскликнул Ян. Он метнул нож, который воткнулся в балку за спиной отца: «Ты хотел этой смерти? Ответь. Но прежде хорошенько подумай»	стоить смерть и предательство ! » -- воскликнуть ян . он метнуть нож , который воткнуться в балка за спина отец : « ты хотеть этот смерть ? ответить . но прежде хорошенько подумать »	bts-rnc
61	балка	1	71-75	подошли к нашему причалу. Я вытащил цепь и, обмотав ее вокруг железной балки, повесил замок. Проверив, хорошо ли он закрыт, я аккуратно положил ключ в	подойти к наш причал . я вытащить цепь и , обмотать она вокруг железный балка , повесить замок . проверить , хорошо ли он закрытый , я аккуратно положить ключ в	bts-rnc
62	балка	1	75-81	комнату. Что это была за комната! Крошечные окна, низкий, кривой потолок с балками внутрь, известковые стены, синие от сырости, узенькая железная кровать и стол с	комната . что это быть за комната ! крошечный окно , низкий , кривая потолок с балка внутрь , известковый стена , синий от сырость , узенький железный кровать и стол с	bts-rnc
63	балка	1	87-91	собралось очень много. Весной текущего года было обращено внимание на плохое состояние балок на колокольне Ивана Великого, на которых висят колокола, в так называемой Филаретовой	собраться очень много . весной текущий год быть обратить внимание на плохой состояние балка на колокольня иван великое , на который висеть колокол , в так называть филаретов	bts-rnc
64	балка	1	97-102	изображением. И я увидела мужа, лежащего среди какого-то хлама, придавленного тяжелой деревянной балкой. Он постанывал и слабо шевелил ладонями.	изображение . и я увидеть муж , лежать среди какой-то хлам , придавить тяжёлый деревянный балка . он постанывать и слабо шевелить ладонь .	bts-rnc
65	балка	1	110-114	и опыте внедрения системы каркасного строительства выступил директор БелНИИСа -- Александр Иванович Мордич. --Балка, она и в Африке -- балка железобетонная, -- начал свое выступление с шутки Александр	и опыт внедрение система каркасный строительство выступить директор белнииса -- александр иван мордич . --балка , она и в африка -- балка железобетонный , -- начать свой выступление с шутка александр	bts-rnc
66	балка	1	73-78	. Со стен свисали пучки трав, связки лука, перца и чеснока. К потолочным балкам подвешены были чучела странных зверей, из которых Жихарь мог узнать (и то	. с стена свисать пучок трава , связка лука , перец и чеснок . к потолочный балка подвесить быть чучело странный звереть , из который жихаря мочь узнать ( и то	bts-rnc
67	балка	1	83-87	100% по сравнению с предыдущей моделью. В задней части автомобиля были установлены балки большего объема для защиты салона. Две подушки безопасности наполняются в два этапа,	100 % по сравнение с предыдущий модель . в задний часть автомобиль быть установить балка больший объём для защита салон . два подушка безопасность наполняться в два этап ,	bts-rnc
68	балка	1	100-104	промежутка шириной 18 см. измельченным шлаком. Перекрытие горизонтальное. Оно состоит из деревянных балок... По ним доска толщиной два дюйма, подготовка из тощего бетона с приданием	промежуток ширина 18 сантиметр . измельчить шлак . перекрытие горизонтальный . оно состоять из деревянный балка . . . по он доска толщина два дюйм , подготовка из тощий бетон с придание	bts-rnc
69	балка	1	122-126	-параметрическая оптимизация ; * решением является балочная конструкция ; * необходима минимизация весов рёбер ( или масс балок);	-параметрический оптимизация ; * решение являться балочный конструкция ; * необходимый минимизация весы ребро ( или масса балка ) ;	bts-rnc
70	балка	1	88-92	пламени при 100 градусах. Есть обувь с невминаемыми носками. Упала, допустим, пожарному балка на ногу, нога осталась целой. И шлем теперь напоминает персональный компьютер - оснащен	пламя при 100 градус . есть обувь с невминать носка . упасть , допустить , пожарный балка на нога , нога остаться целый . и шлем теперь напоминать персональный компьютер - оснастить	bts-rnc
